정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
계산역,41426,31529,21666,31528,21666,1,1715
계산역,41431,23710,31838,23710,31838,0,1791
계산우체국,41430,11082,12353,11082,12353,0,755
계산주공아파트,41423,12756,14101,12749,14101,7,866
계산중학교,41577,171,8,171,8,0,5
계양1동주민자치센터,41476,7360,1896,7360,1896,0,298
계양1동주민자치센터,41520,810,7961,810,7961,0,282
계양3동행정복지센터,41525,915,1273,915,1273,0,70
계양3동행정복지센터,41526,1083,768,1083,768,0,59
계양CGV,41140,4271,3707,4271,3707,0,257
계양경찰서,41184,10325,8854,10325,8854,0,618
계양경찰서,41185,6418,9156,6418,9156,0,502
계양경찰서,41195,20703,5385,20656,5385,47,841
계양경찰서·계양구청,41194,4427,16624,4410,16624,17,679
계양구의회,41123,5256,4891,5256,4891,0,327
계양구의회,41124,5167,5535,5166,5535,1,345
계양구청,41177,4228,3849,4228,3849,0,260
계양구청,41180,7039,9531,7037,9531,2,534
계양구청,41188,3657,1782,3650,1782,7,175
계양구청,41197,10,2477,10,2477,0,80
계양구청앞,41204,8426,4387,8388,4387,38,413
계양도서관,41251,5269,9248,5261,9248,8,468
계양문화회관,41248,1612,1169,1612,1169,0,89
계양문화회관,41255,2423,4156,2423,4156,0,212
계양산성박물관,41285,1138,1573,1138,1573,0,87
계양산성박물관,41286,741,1815,741,1815,0,82
계양산장미원 입구(계산동자연풀장),41186,917,1114,917,1114,0,65
계양산장미원 입구(계산동자연풀장),41189,646,1127,646,1127,0,57
계양산전통시장,41297,755,4559,754,4559,1,171
계양산전통시장,41298,4658,1449,4649,1449,9,197
계양산전통시장,41306,18350,17702,18332,17702,18,1162
계양산지구대,41281,912,1574,912,1574,0,80
계양산지구대,41282,1163,1399,1163,1399,0,82
계양새마을금고,41094,1387,1602,1381,1602,6,96
계양새마을금고,41097,1752,2181,1733,2181,19,126
계양세무서,41054,1511,1066,1508,1066,3,83
계양세무서,41058,872,1528,872,1528,0,77
계양센트레빌1단지,41550,4728,4693,4728,4693,0,303
계양센트레빌1단지,41627,1300,552,1300,552,0,59
계양센트레빌1단지,41628,170,799,170,799,0,31
계양센트레빌1단지(111동앞),41551,6228,4875,6228,4875,0,358
계양센트레빌2단지,41625,342,923,342,923,0,40
계양여성회관,41404,3541,4306,3541,4306,0,253
계양역,41357,188556,75458,188545,75458,11,8516
계양역,41358,65348,145148,65335,145148,13,6790
계양역(귤현역방면),41659,6605,281,6605,281,0,222
계양임광그대가아파트,41118,4163,303,4133,303,30,144
계양종합사회복지관,41120,508,1164,508,1164,0,53
계양종합사회복지관,41121,1203,581,1203,581,0,57
계양중학교,41340,2423,850,2421,850,2,105
계양중학교,41341,1640,7031,1640,7031,0,279
계양체육관(벨로드롬경기장),41666,335,1194,335,1194,0,49
계양체육관(아시아드양궁장),41454,635,905,635,905,0,49
계양체육관(아시아드양궁장),41455,2247,938,2245,938,2,102
계양체육관(아시아드양궁장),41567,3565,935,3565,935,0,145
계양체육관(아시아드양궁장),41568,1050,5503,1050,5503,0,211
계양체육관(효성해링턴플레이스),41440,3687,1193,3687,1193,0,157
계양체육관.대동아파트,41173,51,1558,51,1558,0,51
계양효성해링턴플레이스,41669,60,1819,60,1819,0,60
고구1리입구,90006,61,19,61,19,0,2
고구1리입구,90007,9,47,9,47,0,1
고구2리마을회관입구,90014,3,87,2,87,1,2
고구2리마을회관입구,90015,102,0,101,0,1,3
고구저수지,90008,9,19,9,19,0,0
고구저수지,90009,9,5,9,5,0,0
고구촌,90012,0,24,0,24,0,0
고구촌,90013,52,2,52,2,0,1
고능2리 종점,90372,24,22,20,22,4,1
고능2리능촌마을회관,90371,0,3,0,3,0,0
고능리공소,90208,97,100,93,100,4,6
고능리입구,43291,1,66,1,66,0,2
고능리입구,43534,68,1,67,1,1,2
고다니마을9단지,80362,128,65,127,65,1,6
고려산업,39486,742,1161,742,1161,0,61
고려양행,39111,1326,1519,1326,1519,0,91
고려저수지입구,43249,29,96,29,96,0,4
고려저수지입구,43486,73,30,72,30,1,3
고비고개정상,43569,6,2,6,2,0,0
고비고개정상,43844,2,28,2,28,0,0
고산마을입구,90016,2,22,2,22,0,0
고산마을입구,90017,51,10,50,10,1,1
고산촌,43544,237,70,237,70,0,9
고산촌,43779,114,210,108,210,6,10
고상골,43269,0,61,0,61,0,1
고상골,43382,74,5,74,5,0,2
고상골입구,43266,80,8,79,8,1,2
고상골입구,43552,14,100,14,100,0,3
고속터미널,31017,11447,313,11447,313,0,379
고속터미널,31018,665,19380,665,19380,0,646
고시기(가재골),43770,15,0,14,0,1,0
고시기(가재골),90126,0,9,0,9,0,0
고염나무골,35473,15,250,14,250,1,8
고염나무골,35474,306,30,305,30,1,10
고인돌입구,43550,0,25,0,25,0,0
고인돌체육관앞,90045,195,599,193,599,2,25
고인돌체육관앞,90046,662,218,659,218,3,28
고잔고등학교,39691,312,2688,312,2688,0,96
고잔마을,43284,68,0,64,0,4,2
고잔마을,43532,0,43,0,43,0,1
고창마을.KCC,80328,395,189,395,189,0,18
고창촌,43076,43,116,43,116,0,5
고창촌입구,43166,5,2,5,2,0,0
고창촌입구,43345,3,33,3,33,0,1
고천3리마을회관,43341,114,12,111,12,3,4
고천3리마을회관,43574,7,89,7,89,0,3
고천5리마을회관,90341,10,1,8,1,2,0
고천5리마을회관,90345,0,11,0,11,0,0
고천교,43339,38,78,37,78,1,3
고천교,43849,113,4,113,4,0,3
고천당,90420,4,5,4,5,0,0
고천당,90421,6,0,6,0,0,0
고촌역,80061,3427,738,3427,738,0,134
고촌역,80062,695,5834,695,5834,0,210
고합아파트,70036,173,142,173,142,0,10
고향산천,43464,12,12,12,12,0,0
고향산천,43610,27,20,27,20,0,1
곡촌,43427,26,32,26,32,0,1
곡촌,43457,54,17,53,17,1,2
곡촌,43789,59,56,56,56,3,3
곡촌,43816,2,75,2,75,0,2
곤능,43197,12,50,12,50,0,2
곤능,43319,40,2,40,2,0,1
골드클래스,42936,150,989,149,989,1,36
공개마을,90195,18,3,17,3,1,0
공개마을,90196,1,22,1,22,0,0
공구상가,36092,433,1823,433,1823,0,72
공구상가.간동입구,80021,1221,108,1220,108,1,42
공군8547부대앞,35718,46,64,46,64,0,3
공군8547부대앞,35719,5,145,5,145,0,4
공군회관,19255,165,1,165,1,0,5
공군회관,20107,13,334,13,334,0,11
공단공구상가,92048,0,15,0,15,0,0
공단공원앞,42739,199,237,199,237,0,14
공단공원앞,42740,323,104,323,104,0,13
공단본부,42270,251,835,251,835,0,35
공단본부,42756,2641,605,2641,605,0,104
공단본부,42757,682,2513,682,2513,0,103
공단사거리,42995,4,1037,4,1037,0,33
공단사거리,42996,1507,8,1507,8,0,48
공단사거리,89069,72,250,72,250,0,10
공단사거리,89070,254,605,254,605,0,27
공단소방서,39062,1487,3578,1487,3578,0,163
공단시장,37426,2563,5448,2563,5448,0,258
공단시장,37427,7429,3329,7429,3329,0,347
공단오거리,40565,1908,687,1905,687,3,83
공단오거리,40566,393,2619,392,2619,1,97
공단유통상가,42940,47,1015,47,1015,0,34
공단유통상가,42941,971,56,971,56,0,33
공단자동차,42022,1537,1927,1537,1927,0,111
공단치안센터,37444,1424,992,1424,992,0,77
공단치안센터,37445,322,1506,322,1506,0,58
공단회관,39119,1342,3534,1342,3534,0,157
공단회관,39123,2907,1186,2907,1186,0,132
공덕오거리,14149,515,3,515,3,0,16
공설운동장,43091,17,547,17,547,0,18
공설운동장,43092,248,104,240,104,8,11
공수부대입구,92069,97,79,97,79,0,5
공숙입구,43290,28,102,28,102,0,4
공숙입구,43490,42,88,42,88,0,4
공영산업,89148,19,822,19,822,0,27
공작아파트,39479,2048,3451,2039,3451,9,177
공작아파트,39480,3159,4728,3155,4728,4,254
공장단지입구,42555,325,67,325,67,0,12
공촌마을,42323,4459,3321,4456,3321,3,250
공촌마을,42598,2641,3925,2633,3925,8,211
공촌사거리,42324,18576,11152,18576,11152,0,958
공촌사거리,42330,16517,17715,16512,17715,5,1104
공촌사거리,42331,869,702,867,702,2,50
공촌사거리(한국아파트),42322,4120,5173,4120,5173,0,299
공촌유수지체육공원,89478,66,779,66,779,0,27
공촌유수지체육공원,89479,137,124,137,124,0,8
공촌정수장,42340,158,118,158,118,0,8
공촌정수장,42341,97,243,97,243,0,10
공항고등학교,35116,2692,784,2692,784,0,112
공항교회앞,35123,1851,2450,1848,2450,3,138
공항신도시(메디컬사거리),35258,864,1589,864,1589,0,79
공항중학교,35117,1259,1567,1259,1567,0,91
공항초등학교,35087,117,485,117,485,0,19
관곡마을,90104,0,16,0,16,0,0
관곡마을,90105,26,1,26,1,0,0
관광밸트입구,43874,1,1,1,1,0,0
관교노인복지관·승학초등학교,37679,960,1599,959,1599,1,82
관교여자중학교,37226,8980,8732,8961,8732,19,571
관교여자중학교,37229,2944,2381,2942,2381,2,171
관교여자중학교,37231,2886,3448,2881,3448,5,204
관교중학교,37200,338,986,338,986,0,42
관교중학교(약수터),37202,4530,7210,4517,7210,13,378
관교중학교(약수터),37203,10866,6265,10819,6265,47,552
관리공단본부,42720,574,79,574,79,0,21
관창마을,35252,1698,929,1698,929,0,84
관창마을,35253,1628,2227,1628,2227,0,124
광명아파트,37434,13769,6335,13769,6335,0,648
광명아파트,39348,6881,13745,6881,13745,0,665
광명아파트,39835,5,832,5,832,0,27
광명아파트,40590,2560,904,2560,904,0,111
광명아파트,40817,7967,1547,7961,1547,6,306
광명아파트,41096,629,2274,629,2274,0,93
광명아파트,41098,2484,916,2484,916,0,109
광명아파트,41108,14143,21112,14139,21112,4,1137
광명아파트,41448,2443,8831,2438,8831,5,363
광명역IC출입(미정차),53042,18,0,18,0,0,0
광명항,35708,66,5,66,5,0,2
광명항,35714,2006,1563,2002,1563,4,115
광명항(샘꾸미),35730,62,3,60,3,2,2
광성보,43674,21,99,21,99,0,3
광성오리,43128,13,0,13,0,0,0
광성오리,43862,0,37,0,37,0,1
광일아파트,40855,3564,1063,3564,1063,0,149
광일아파트,40874,2073,3752,2073,3752,0,187
교대역,31013,21335,21700,21335,21700,0,1388
교대입구,41141,1911,3193,1911,3193,0,164
교대입구,41142,3605,1817,3605,1817,0,174
교대후문,41362,1270,369,1270,369,0,52
교대후문,41363,287,2386,287,2386,0,86
교동중고후문,90024,3,53,3,53,0,1
교동중고후문,90025,114,4,111,4,3,3
교보생명,37357,31463,115089,31448,115089,15,4727
교산교회,43496,33,14,33,14,0,1
교산교회,43719,13,19,13,19,0,1
교산리입구,43694,30,32,27,32,3,2
교산리입구,43748,28,14,22,14,6,1
교산상회앞,43494,2,6,2,6,0,0
교산상회앞,43715,7,6,7,6,0,0
교육개발원입구,31005,853,11,853,11,0,27
교육개발원입구,31006,25,858,25,858,0,28
교통방송사거리,37538,952,2594,950,2594,2,114
교통방송사거리,37539,819,1203,819,1203,0,65
교통연수원,41191,707,2736,707,2736,0,111
교통연수원,41192,2583,1457,2583,1457,0,130
교회앞,43216,22,9,22,9,0,1
교회앞,43309,12,23,12,23,0,1
교회앞,43430,6,29,6,29,0,1
교회앞,43818,30,25,29,25,1,1
교회앞,90338,2,11,2,11,0,0
교회앞,90348,7,2,7,2,0,0
구검문소,43196,0,50,0,50,0,1
구검문소,43622,131,1,126,1,5,4
구능재,90193,34,11,32,11,2,1
구능재,90194,10,27,9,27,1,1
구도일주유소,40902,67,1175,64,1175,3,40
구두물입구,35219,296,319,296,319,0,19
구래리,80006,440,1583,437,1583,3,65
구래리,80007,1763,474,1757,474,6,72
구래역,80337,9942,20478,9935,20478,7,981
구래역,80338,22535,10092,22505,10092,30,1052
구렁목,43950,252,6,248,6,4,8
구렁목,43951,12,168,12,168,0,5
구름다리,35735,4,185,4,185,0,6
구름다리,35736,25,15,25,15,0,1
구반포역.세화고등학교,31031,1080,35,1080,35,0,35
구봉도입구,62035,31,349,31,349,0,12
구봉도입구,62037,346,45,346,45,0,12
구북성초교,43506,9,11,9,11,0,0
구북성초교,43656,8,11,8,11,0,0
구산사거리,40233,678,479,678,479,0,37
구산사거리,40842,389,21025,385,21025,4,690
구산사거리,40843,4112,7242,4100,7242,12,366
구산중학교,40518,778,962,778,962,0,56
구선택초교,43239,9,0,9,0,0,0
구선택초교,43896,0,5,0,5,0,0
구월1동행정복지센터,39967,866,2,866,2,0,28
구월1동행정복지센터,39981,1,375,1,375,0,12
구월2동행정복지센터,39586,3119,361,3119,361,0,112
구월2동행정복지센터,39607,340,2456,340,2456,0,90
구월도매전통시장,39192,21775,16398,21727,16398,48,1231
구월도매전통시장,39193,24706,34146,24691,34146,15,1898
구월동로데오거리,39195,4693,1028,4691,1028,2,184
구월동우체국,39211,3653,12897,3652,12897,1,533
구월동팬더아파트,39237,7928,8101,7911,8101,17,517
구월동팬더아파트,39238,9469,6632,9431,6632,38,519
구월서초등학교,39204,8388,6607,8387,6607,1,483
구월서초등학교,39205,5833,5893,5833,5893,0,378
구월아시아드1단지,39912,675,2,675,2,0,21
구월아시아드1단지,39913,0,115,0,115,0,3
구월아시아드5단지정문,39883,2579,5714,2566,5714,13,267
구월아시아드5단지후문,39881,2478,4568,2477,4568,1,227
구월아시아드6단지,39885,25237,8554,25235,8554,2,1090
구월아시아드6단지,39886,7873,19042,7872,19042,1,868
구월아시아드7단지,39892,3100,3979,3097,3979,3,228
구월아시아드8단지,39891,5229,2240,5223,2240,6,240
구월아시아드8단지,39948,58,499,58,499,0,17
구월아시아드8단지,39949,57,186,57,186,0,7
구월아시아드선수촌센트럴자이,39884,3996,2420,3988,2420,8,206
구월아시아드선수촌아파트,39202,845,744,845,744,0,51
구월아시아드선수촌아파트,39203,862,2006,862,2006,0,92
구월아시아드은빛호수공원,39914,9957,6728,9956,6728,1,538
구월아시아드은빛호수공원,39915,7666,6300,7665,6300,1,450
구월우체국,39213,8868,7088,8868,7088,0,514
구월중학교,39281,28886,19558,28835,19558,51,1562
구월중학교,39286,18800,29228,18776,29228,24,1549
구월체육공원,39384,3532,5147,3518,5147,14,279
구월초등학교,39832,1832,3732,1830,3732,2,179
구월초등학교,39833,3618,2123,3609,2123,9,185
구월한내들퍼스티지,39882,4495,1876,4494,1876,1,205
구장수파출소,39375,652,529,652,529,0,38
구재이,43282,50,7,48,7,2,1
구재이,43551,6,9,6,9,0,0
구정슈퍼앞,35498,6,95,6,95,0,3
구정슈퍼앞,35587,97,24,95,24,2,3
구정정미소,90284,0,17,0,17,0,0
구정정미소,90306,7,2,7,2,0,0
구중학교앞,44119,4,6,4,6,0,0
구중학교앞,44148,6,0,6,0,0,0
구하1리입구,43259,2,66,2,66,0,2
구하1리입구,43562,180,2,166,2,14,5
구하2리마을회관,43254,97,0,94,0,3,3
구하2리마을회관,43256,91,0,90,0,1,2
구하2리마을회관,43373,0,71,0,71,0,2
구하2리마을회관,43559,0,81,0,81,0,2
국궁장앞,70151,22,192,22,192,0,6
국립생물자원관,89111,223,611,223,611,0,26
국립생물자원관입구,42741,501,536,501,536,0,33
국립인천공항검역소,35430,15,165,15,165,0,5
국립인천공항검역소,35431,17,98,17,98,0,3
국민건강보험 인천부평지사,40620,1126,3771,1119,3771,7,157
국민건강보험 인천부평지사,40621,3110,1597,3087,1597,23,151
국민건강보험남부지사,37274,12331,12302,12321,12302,10,794
국민은행,38148,2175,5537,2175,5537,0,248
국민은행,38149,5655,2279,5655,2279,0,255
국민은행연수중앙지점,38129,4836,3465,4836,3465,0,267
국민은행연수중앙지점,38571,1741,3218,1741,3218,0,159
국제금융단지,89292,8426,6332,8426,6332,0,476
국제금융단지,89293,2703,6891,2703,6891,0,309
국제성모병원,89030,345,1640,342,1640,3,64
국제성모병원,89031,2512,1007,2512,1007,0,113
국제성모병원(종점),89369,3,104,3,104,0,3
국제업무단지(공항청사),35026,13995,3616,13995,3616,0,568
국제업무지구역,38528,2132,3876,2132,3876,0,193
국제업무지구역5번출구,38619,3093,2385,3090,2385,3,176
국제이노베이션,37573,1,1846,1,1846,0,59
국제콘크리트,90050,44,32,43,32,1,2
국제콘크리트,90051,15,116,14,116,1,4
국제학교,38457,2791,1170,2791,1170,0,127
국제학교,38462,1529,2815,1529,2815,0,140
국촌,43251,64,3,52,3,12,2
국촌,43371,1,57,1,57,0,1
국화리야영장앞,43353,52,2,50,2,2,1
국화리야영장앞,43843,1,54,1,54,0,1
국화맨션,43359,1,8,1,8,0,0
국화맨션,43566,7,10,7,10,0,0
국회연수원입구,43920,0,27,0,27,0,0
군인아파트,43046,158,30,157,30,1,6
군인아파트,43047,47,134,47,134,0,5
굴다리,37142,8588,101,8588,101,0,280
굴다리오거리,40231,15392,7987,15380,7987,12,754
굴다리오거리,40232,14711,21891,14687,21891,24,1180
굴다리입구,37152,8032,3691,7998,3691,34,378
굴포천,40506,2420,2797,2420,2797,0,168
굴포천,40509,2988,3856,2987,3856,1,220
굴포천역(롯데마트),40814,41194,23461,41191,23461,3,2085
굴포천역(롯데마트),40815,17747,21407,17747,21407,0,1263
굴포천역(부평농협),40507,6309,8768,6308,8768,1,486
굴포천역(부평농협),40508,9775,6025,9769,6025,6,509
굴포천역(신복사거리),40485,4325,20031,4325,20031,0,785
굴포천역(신복사거리),40498,28794,7184,28794,7184,0,1160
굴포천역(욱일아파트),40519,4354,13656,4351,13656,3,580
굴포천역(욱일아파트),40522,8953,2835,8938,2835,15,380
궁골,43346,0,11,0,11,0,0
궁골,43572,3,0,3,0,0,0
궁현사거리,37575,3,812,3,812,0,26
궁현사거리,37576,311,0,311,0,0,10
귀뚜라미보일러,42003,4,151,4,151,0,5
귀뚜라미보일러,42004,156,0,156,0,0,5
귤현감리교회,41385,1986,5688,1986,5688,0,247
귤현감리교회,41386,4330,3095,4330,3095,0,239
귤현동마을입구,41326,419,131,416,131,3,17
귤현동마을입구,41328,98,558,98,558,0,21
귤현아이파크정문,41572,1899,398,1899,398,0,74
귤현역,41331,9314,3979,9314,3979,0,428
귤현역,41332,1341,867,1341,867,0,71
귤현차량기지(센트레빌3단지),41443,2416,798,2416,798,0,103
귤현차량기지(센트레빌3단지),41444,1029,3283,1029,3283,0,139
귤현차량기지(안골공원),41618,1746,2139,1746,2139,0,125
귤현차량기지(안골공원),41619,130,560,130,560,0,22
귤현차량사업소,41670,20,171,20,171,0,6
귤현현대아이파크,41620,564,1941,564,1941,0,80
그린나래지하차도,35648,14,618,14,618,0,20
그린나래지하차도,35649,2393,1054,2393,1054,0,111
그린빌라,42222,1985,1312,1959,1312,26,106
그린빌라,42602,1263,2740,1259,2740,4,129
그린힐아파트.e편한세상아파트,40194,325,1515,322,1515,3,59
극동.금호아파트,39272,4518,6758,4485,6758,33,363
극동.금호아파트,39278,5603,5158,5597,5158,6,347
극지연구소,39918,2017,2666,2017,2666,0,151
극지연구소,39919,3781,2394,3781,2394,0,199
근대문화거리입구,35369,2121,4177,2120,4177,1,203
근대문화거리입구,35370,2904,1927,2903,1927,1,155
근로복지공단인천병원,40145,10332,12858,10321,12858,11,748
